price,MatriculationMonth,MatriculationYear,km,cv,FuelType,gearboxType,Consume,city,province,Brand,Model,Preparation,Engine,Seats,ConsumeFuel,ConsumeFuelNotUrban,Emissions,Color,Metallizzato,Airbag,NumberDoors,EmissionClass,AirConditioning,Interior
3216,Gennaio,2005,152063.0,115.0,Diesel,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.5 Comfort 5p.,1368.0,4.0,4.2,,153.0,Nero,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore manuale,
1192,Marzo,2004,227094.0,113.0,Benzina,Cambio automatico,,Roma,Milano,RENAULT,Clio,Clio 1.3 Business 5p.,1952.0,5.0,6.8,,132.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
2705,No Mese,2007,219989.0,97.0,Diesel,Cambio manuale,,Roma,Milano,BMW,X1,X1 1.3 Base 5p.,1543.0,5.0,6.2,,111.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore manuale,
7691,Gennaio,2018,7944.0,114.0,Diesel,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Passat,Passat 1.3 Sport 5p.,1516.0,7.0,7.5,,105.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,nan,
1252,Marzo,2004,260306.0,123.0,Diesel,Cambio manuale,,Roma,Torino,FIAT,500,500 1.4 Comfort 5p.,1884.0,5.0,6.3,,138.0,Grigio,,nan,nan,Euro 4,nan,
7783,No Mese,2010,78470.0,144.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe A,Classe A 1.4 Business 5p.,1980.0,5.0,5.9,,105.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,nan,
3073,Giugno,2010,26863.0,79.0,Benzina,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.8 Sport 5p.,1066.0,4.0,6.2,,110.0,Grigio,,Airbag conducente,nan,Euro 5,Climatizzatore manuale,
5885,Marzo,2011,136097.0,106.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,A4,A4 1.5 Comfort 5p.,1499.0,4.0,3.8,,115.0,Nero,,nan,nan,Euro 4,nan,
6086,Marzo,2007,138460.0,165.0,Diesel,Cambio automatico,,Roma,Milano,BMW,X1,X1 1.2 Business 5p.,2091.0,5.0,5.5,,115.0,Bianco,,nan,nan,Euro 6,Climatizzatore manuale,
5650,No Mese,2015,99620.0,120.0,Benzina,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.3 Business 5p.,1550.0,5.0,6.8,,92.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore automatico,
5157,Giugno,2011,175267.0,116.0,Diesel,Cambio manuale,,Roma,Roma,AUDI,Q3,Q3 1.3 Business 5p.,1820.0,5.0,7.9,,155.0,Grigio,,nan,nan,Euro 6,nan,
9489,Marzo,2013,140433.0,112.0,Diesel,Cambio automatico,,Roma,Milano,AUDI,A4,A4 1.8 Sport 5p.,1668.0,4.0,7.7,,107.0,Nero,,nan,nan,nan,nan,
1113,Marzo,2004,268561.0,85.0,Benzina,Cambio manuale,,Roma,Roma,OPEL,Corsa,Corsa 1.3 Base 5p.,1114.0,5.0,6.5,,89.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,nan,
14183,Gennaio,2017,22746.0,108.0,Diesel,Cambio automatico,,Roma,Milano,AUDI,A4,A4 1.3 Sport 5p.,1715.0,5.0,5.0,,125.0,Nero,,Airbag anteriori e laterali,nan,nan,Climatizzatore manuale,
5434,Marzo,2018,13440.0,65.0,GPL,Cambio automatico,,Roma,Torino,FIAT,500,500 1.7 Base 5p.,1055.0,5.0,4.8,,175.0,Bianco,,nan,2 o 3 porte,Euro 5,nan,
7926,No Mese,2014,83457.0,121.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,A3,A3 1.2 Business 5p.,1718.0,4.0,5.2,,122.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore automatico,
1353,Giugno,2003,290146.0,117.0,Benzina,Cambio automatico,,Roma,Milano,OPEL,Astra,Astra 1.6 Base 5p.,1702.0,7.0,7.6,,108.0,Bianco,,nan,nan,Euro 5,Climatizzatore automatico,
1261,Giugno,2005,311420.0,106.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,208,208 1.2 Base 5p.,1367.0,7.0,6.4,,141.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,nan,nan,
8776,Marzo,2017,42303.0,87.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,Q3,Q3 1.2 Comfort 5p.,1145.0,4.0,6.9,,149.0,Grigio,,nan,4 o 5 porte,Euro 5,Climatizzatore automatico,
6192,No Mese,2019,500.0,60.0,Diesel,Cambio automatico,,Roma,Torino,FORD,Fiesta,Fiesta 1.2 Comfort 5p.,748.0,5.0,3.6,,126.0,Bianco,,Airbag conducente,nan,nan,Climatizzatore manuale,
30016,Marzo,2019,500.0,193.0,GPL,Cambio automatico,,Roma,Torino,MERCEDES-BENZ,Classe C,Classe C 1.6 Comfort 5p.,2659.0,4.0,6.9,,127.0,Nero,,nan,4 o 5 porte,Euro 5,Climatizzatore manuale,
18101,Giugno,2018,7811.0,126.0,Benzina,Cambio manuale,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.3 Business 5p.,1713.0,5.0,5.4,,137.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore manuale,
4075,Giugno,2014,44546.0,80.0,Diesel,Cambio manuale,,Roma,Milano,OPEL,Astra,Astra 1.8 Sport 5p.,810.0,7.0,4.3,,88.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore automatico,
2723,Gennaio,2003,262352.0,184.0,Benzina,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.2 Sport 5p.,2504.0,4.0,5.1,,100.0,Nero,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore automatico,
984,Giugno,2006,171973.0,42.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.3 Comfort 5p.,616.0,4.0,6.6,,166.0,Grigio,,nan,nan,Euro 6,Climatizzatore manuale,
5890,Marzo,2018,13373.0,98.0,Elettrico,Cambio manuale,,Roma,Torino,FIAT,Panda,Panda 1.4 Sport 5p.,1587.0,5.0,4.5,,136.0,Bianco,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore automatico,
7009,Gennaio,2014,92671.0,87.0,GPL,Cambio manuale,,Roma,Milano,AUDI,A3,A3 1.3 Business 5p.,1495.0,5.0,6.8,,167.0,Grigio,,nan,2 o 3 porte,Euro 4,Climatizzatore manuale,
9322,Gennaio,2016,25800.0,126.0,Diesel,Cambio automatico,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.5 Comfort 5p.,1967.0,4.0,5.6,,130.0,Grigio,,nan,4 o 5 porte,Euro 5,Climatizzatore manuale,
3975,No Mese,2010,173771.0,95.0,GPL,Cambio manuale,,Roma,Milano,BMW,Serie 1,Serie 1 1.3 Business 5p.,1381.0,7.0,5.2,,146.0,Grigio,,Airbag conducente,2 o 3 porte,nan,nan,
3141,Giugno,2011,90405.0,101.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.7 Comfort 5p.,1557.0,7.0,6.1,,100.0,Bianco,,nan,nan,Euro 4,nan,
8148,No Mese,2019,500.0,116.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,Panda,Panda 1.7 Base 5p.,1503.0,5.0,5.7,,133.0,Bianco,,nan,2 o 3 porte,nan,nan,
15342,No Mese,2018,23392.0,101.0,Diesel,Cambio automatico,,Roma,Torino,AUDI,A3,A3 1.4 Business 5p.,1550.0,5.0,5.5,,105.0,Nero,,Airbag conducente,4 o 5 porte,Euro 4,nan,
1207,Gennaio,2006,273881.0,53.0,Diesel,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.8 Business 5p.,648.0,5.0,5.9,,93.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 6,nan,
13024,Marzo,2016,28728.0,134.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A3,A3 1.5 Comfort 5p.,1776.0,4.0,4.0,,123.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 5,nan,
6717,Gennaio,2018,21226.0,106.0,Elettrico,Cambio manuale,,Roma,Milano,FIAT,500,500 1.2 Base 5p.,1290.0,5.0,6.0,,112.0,Nero,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore manuale,
2474,Gennaio,2009,136225.0,118.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,308,308 1.8 Sport 5p.,1750.0,5.0,6.0,,98.0,Grigio,,Airbag conducente,nan,nan,Climatizzatore manuale,
9011,Giugno,2011,58780.0,103.0,GPL,Cambio automatico,,Roma,Milano,MERCEDES-BENZ,Classe C,Classe C 1.4 Sport 5p.,1356.0,4.0,5.4,,108.0,Bianco,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore manuale,
1043,Marzo,2004,228216.0,68.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.8 Base 5p.,1063.0,7.0,5.7,,107.0,Grigio,,nan,nan,Euro 4,Climatizzatore automatico,
989,Gennaio,2003,200924.0,94.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.4 Base 5p.,1438.0,7.0,5.6,,145.0,Bianco,,Airbag conducente,4 o 5 porte,nan,Climatizzatore automatico,
1724,No Mese,2008,221414.0,66.0,Benzina,Cambio manuale,,Roma,Roma,FORD,Focus,Focus 1.5 Sport 5p.,916.0,5.0,4.2,,112.0,Nero,,Airbag anteriori e laterali,nan,nan,Climatizzatore manuale,
809,Gennaio,2004,283213.0,56.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,208,208 1.5 Sport 5p.,797.0,4.0,4.6,,142.0,Bianco,,nan,nan,Euro 4,Climatizzatore automatico,
9071,Marzo,2017,36839.0,135.0,GPL,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.3 Business 5p.,1640.0,5.0,7.8,,82.0,Nero,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore manuale,
1739,No Mese,2004,143963.0,97.0,Benzina,Cambio manuale,,Roma,Roma,FORD,Focus,Focus 1.7 Sport 5p.,1636.0,5.0,3.8,,122.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore automatico,
17193,Giugno,2018,18708.0,92.0,Diesel,Cambio manuale,,Roma,Torino,BMW,Serie 3,Serie 3 1.3 Comfort 5p.,1288.0,4.0,4.8,,153.0,Nero,,Airbag anteriori e laterali,nan,Euro 4,Climatizzatore manuale,
3259,Marzo,2010,159396.0,136.0,Diesel,Cambio automatico,,Roma,Milano,FIAT,Panda,Panda 1.5 Business 5p.,1914.0,5.0,5.3,,117.0,Nero,,nan,nan,nan,nan,
3720,Marzo,2008,222464.0,125.0,Benzina,Cambio manuale,,Roma,Torino,AUDI,A4,A4 1.8 Base 5p.,2024.0,7.0,4.0,,113.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,nan,
4464,Giugno,2014,113814.0,137.0,Elettrico,Cambio manuale,,Roma,Milano,PEUGEOT,308,308 1.4 Business 5p.,,5.0,6.1,,118.0,Bianco,,nan,nan,Euro 5,nan,
4495,Gennaio,2006,168310.0,185.0,Benzina,Cambio manuale,,Roma,Milano,AUDI,A4,A4 1.6 Base 5p.,2632.0,5.0,4.9,,156.0,Nero,,Airbag conducente,nan,Euro 5,Climatizzatore manuale,
3169,No Mese,2003,183684.0,149.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A3,A3 1.2 Comfort 5p.,2149.0,5.0,4.4,,124.0,Nero,,nan,nan,Euro 5,Climatizzatore manuale,
1361,Giugno,2006,178309.0,90.0,Diesel,Cambio automatico,,Roma,Milano,FIAT,500,500 1.3 Base 5p.,,5.0,5.7,,139.0,Bianco,,Airbag conducente,nan,Euro 6,Climatizzatore manuale,
2068,Giugno,2006,146429.0,74.0,Diesel,Cambio automatico,,Roma,Torino,AUDI,Q3,Q3 1.8 Comfort 5p.,1201.0,5.0,6.1,,110.0,Grigio,,Airbag conducente,2 o 3 porte,nan,nan,
2340,Giugno,2010,130682.0,69.0,Benzina,Cambio automatico,,Roma,Roma,FORD,Focus,Focus 1.6 Business 5p.,950.0,5.0,4.3,,140.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 6,nan,
633,Giugno,2003,225338.0,42.0,Benzina,Cambio automatico,,Roma,Torino,OPEL,Corsa,Corsa 1.7 Comfort 5p.,600.0,,4.4,,77.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore manuale,
2236,No Mese,2010,161291.0,91.0,Benzina,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.3 Base 5p.,1352.0,5.0,4.3,,153.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
2269,No Mese,2003,257394.0,87.0,Diesel,Cambio automatico,,Roma,Milano,BMW,Serie 1,Serie 1 1.2 Comfort 5p.,927.0,5.0,4.4,,121.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore manuale,
4888,Gennaio,2014,81054.0,102.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.8 Base 5p.,1314.0,5.0,6.0,,128.0,Nero,,Airbag conducente,2 o 3 porte,nan,nan,
2782,Gennaio,2011,164468.0,75.0,Benzina,Cambio automatico,,Roma,Roma,RENAULT,Clio,Clio 1.6 Base 5p.,1136.0,5.0,4.8,,114.0,Bianco,,Airbag conducente,nan,Euro 5,Climatizzatore manuale,
2756,Giugno,2010,179901.0,101.0,Diesel,Cambio automatico,,Roma,Torino,FORD,Fiesta,Fiesta 1.8 Comfort 5p.,1236.0,4.0,5.1,,92.0,Nero,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore manuale,
5107,No Mese,2010,147296.0,107.0,GPL,Cambio automatico,,Roma,Roma,AUDI,A3,A3 1.7 Comfort 5p.,1587.0,5.0,4.7,,133.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 6,Climatizzatore automatico,
7949,Giugno,2019,500.0,100.0,Diesel,Cambio automatico,,Roma,Milano,FIAT,500,500 1.5 Comfort 5p.,1303.0,5.0,7.1,,95.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,nan,
2380,Gennaio,2010,82531.0,65.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.4 Business 5p.,,5.0,6.1,,118.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore manuale,
1228,No Mese,2003,145639.0,60.0,Benzina,Cambio manuale,,Roma,Torino,FORD,Focus,Focus 1.6 Base 5p.,846.0,7.0,5.3,,188.0,Grigio,,Airbag anteriori e laterali,nan,nan,Climatizzatore automatico,
1523,No Mese,2006,158953.0,107.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,Panda,Panda 1.6 Business 5p.,1171.0,5.0,5.5,,148.0,Nero,,Airbag conducente,4 o 5 porte,nan,Climatizzatore automatico,
1325,Giugno,2007,148951.0,76.0,Benzina,Cambio manuale,,Roma,Roma,FIAT,Tipo,Tipo 1.3 Business 5p.,1186.0,5.0,5.2,,133.0,Bianco,,nan,2 o 3 porte,Euro 5,Climatizzatore automatico,
17001,Marzo,2008,138541.0,236.0,Diesel,Cambio manuale,,Roma,Roma,PORSCHE,Macan,Macan 1.6 Comfort 5p.,3473.0,5.0,3.9,,142.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore manuale,
8364,Giugno,2019,500.0,85.0,Benzina,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Passat,Passat 1.5 Comfort 5p.,1580.0,5.0,5.4,,124.0,Bianco,,nan,nan,nan,Climatizzatore manuale,
2426,Giugno,2010,137692.0,86.0,Benzina,Cambio automatico,,Roma,Torino,FIAT,Tipo,Tipo 1.8 Business 5p.,1031.0,5.0,6.3,,157.0,Bianco,,nan,2 o 3 porte,Euro 4,nan,
4125,No Mese,2003,196248.0,169.0,Benzina,Cambio manuale,,Roma,Torino,BMW,X1,X1 1.2 Sport 5p.,2406.0,4.0,3.4,,159.0,Bianco,,Airbag anteriori e laterali,nan,Euro 5,nan,
5458,Gennaio,2012,66760.0,88.0,GPL,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.6 Comfort 5p.,1038.0,4.0,4.8,,89.0,Grigio,,nan,4 o 5 porte,nan,nan,
2114,No Mese,2009,129559.0,70.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,308,308 1.4 Base 5p.,1054.0,4.0,5.1,,133.0,Bianco,,Airbag conducente,2 o 3 porte,nan,Climatizzatore automatico,
5011,Giugno,2018,15828.0,78.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,Tipo,Tipo 1.2 Comfort 5p.,1042.0,5.0,5.5,,124.0,Grigio,,nan,4 o 5 porte,Euro 6,Climatizzatore manuale,
7704,Marzo,2017,27126.0,109.0,GPL,Cambio manuale,,Roma,Roma,DR,DR5,DR5 1.8 Comfort 5p.,1588.0,5.0,5.0,,98.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore manuale,
1186,Giugno,2004,286188.0,105.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,Tipo,Tipo 1.2 Business 5p.,1537.0,5.0,5.3,,167.0,Nero,,nan,nan,Euro 5,Climatizzatore manuale,
6954,Gennaio,2017,30995.0,107.0,GPL,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.2 Sport 5p.,1487.0,4.0,4.7,,93.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,nan,
6014,Gennaio,2018,14301.0,128.0,Diesel,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.8 Business 5p.,2080.0,4.0,4.4,,116.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,Climatizzatore manuale,
2302,Gennaio,2008,125215.0,64.0,Diesel,Cambio automatico,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.7 Base 5p.,984.0,4.0,4.1,,112.0,Bianco,,Airbag conducente,nan,nan,nan,
8314,Marzo,2013,87057.0,112.0,Diesel,Cambio manuale,,Roma,Roma,BMW,Serie 3,Serie 3 1.2 Sport 5p.,1381.0,5.0,5.0,,176.0,Nero,,nan,4 o 5 porte,Euro 5,Climatizzatore automatico,
3462,Giugno,2012,104469.0,108.0,Diesel,Cambio manuale,,Roma,Roma,OPEL,Astra,Astra 1.8 Base 5p.,1334.0,5.0,6.5,,123.0,Nero,,Airbag conducente,nan,Euro 4,nan,
4611,No Mese,2005,125993.0,177.0,Diesel,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.6 Business 5p.,2025.0,7.0,3.4,,174.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore manuale,
16067,Marzo,2016,17218.0,170.0,GPL,Cambio manuale,,Roma,Milano,AUDI,A3,A3 1.7 Sport 5p.,2075.0,5.0,7.0,,157.0,Nero,,nan,4 o 5 porte,nan,Climatizzatore manuale,
1804,Marzo,2006,160337.0,113.0,Benzina,Cambio automatico,,Roma,Torino,PEUGEOT,308,308 1.7 Base 5p.,1680.0,7.0,5.5,,138.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,nan,
2015,Gennaio,2008,233499.0,91.0,Diesel,Cambio automatico,,Roma,Roma,PEUGEOT,308,308 1.6 Business 5p.,1455.0,4.0,5.5,,141.0,Nero,,nan,2 o 3 porte,Euro 5,Climatizzatore manuale,
8330,Marzo,2017,42933.0,118.0,Benzina,Cambio automatico,,Roma,Milano,FORD,Fiesta,Fiesta 1.4 Sport 5p.,1229.0,5.0,6.8,,120.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 5,nan,
815,No Mese,2003,263241.0,82.0,Benzina,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.2 Base 5p.,1144.0,5.0,6.0,,158.0,Grigio,,nan,2 o 3 porte,Euro 5,Climatizzatore manuale,
12405,Marzo,2014,85549.0,135.0,Diesel,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe C,Classe C 1.7 Base 5p.,1480.0,5.0,4.6,,91.0,Nero,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
1500,Marzo,2006,199937.0,109.0,Diesel,Cambio manuale,,Roma,Roma,OPEL,Astra,Astra 1.4 Comfort 5p.,1518.0,5.0,4.8,,108.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore automatico,
1975,Marzo,2010,77425.0,75.0,GPL,Cambio automatico,,Roma,Milano,FIAT,500,500 1.2 Business 5p.,1003.0,5.0,6000.0,,159.0,Nero,,nan,4 o 5 porte,Euro 5,Climatizzatore manuale,
4682,No Mese,2014,49309.0,83.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Golf,Golf 1.3 Business 5p.,1220.0,5.0,4.1,,129.0,Bianco,,nan,4 o 5 porte,Euro 5,nan,
4189,Gennaio,2011,163980.0,112.0,Diesel,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.2 Business 5p.,1376.0,5.0,6.1,,135.0,Nero,,Airbag conducente,4 o 5 porte,nan,Climatizzatore manuale,
2569,Marzo,2004,155432.0,92.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A3,A3 1.5 Comfort 5p.,1302.0,4.0,6.0,,183.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,nan,
15654,No Mese,2019,500.0,139.0,Diesel,Cambio manuale,,Roma,Milano,BMW,Serie 3,Serie 3 1.6 Business 5p.,1945.0,4.0,5.4,,121.0,Nero,,Airbag conducente,nan,Euro 6,Climatizzatore automatico,
7085,No Mese,2009,75168.0,161.0,Diesel,Cambio automatico,,Roma,Roma,AUDI,A3,A3 1.7 Base 5p.,2488.0,7.0,5.4,,147.0,Grigio,,nan,4 o 5 porte,nan,Climatizzatore manuale,
3715,Gennaio,2009,104157.0,60.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,Q3,Q3 1.6 Comfort 5p.,695.0,7.0,5.2,,188.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore manuale,
3455,No Mese,2003,217426.0,195.0,Benzina,Cambio automatico,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.5 Base 5p.,3103.0,5.0,5.9,,110.0,Grigio,,Airbag conducente,nan,Euro 5,Climatizzatore manuale,
2103,No Mese,2009,113051.0,79.0,Diesel,Cambio manuale,,Roma,Milano,PEUGEOT,208,208 1.3 Sport 5p.,1302.0,7.0,6.4,,134.0,Nero,,nan,4 o 5 porte,Euro 4,Climatizzatore automatico,
1314,Marzo,2004,184673.0,89.0,Benzina,Cambio manuale,,Roma,Torino,OPEL,Astra,Astra 1.6 Business 5p.,1378.0,5.0,4.9,,143.0,Bianco,,nan,nan,Euro 6,Climatizzatore automatico,
4600,Giugno,2012,112433.0,99.0,Benzina,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.6 Sport 5p.,1520.0,5.0,5.9,,155.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,nan,nan,
4413,Giugno,2005,108943.0,118.0,GPL,Cambio automatico,,Roma,Roma,BMW,X1,X1 1.3 Sport 5p.,1562.0,7.0,4.3,,156.0,Nero,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore automatico,
925,No Mese,2006,233273.0,63.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,Tipo,Tipo 1.8 Base 5p.,744.0,5.0,5.3,,158.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 6,nan,
7154,No Mese,2019,500.0,68.0,Benzina,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Golf,Golf 1.2 Base 5p.,1074.0,5.0,3.5,,102.0,Bianco,,Airbag anteriori e laterali,nan,Euro 6,nan,
4072,Gennaio,2016,36944.0,93.0,Diesel,Cambio automatico,,Roma,Torino,FIAT,500,500 1.6 Comfort 5p.,1323.0,5.0,6.2,,122.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore manuale,
5730,Giugno,2018,21521.0,87.0,Diesel,Cambio manuale,,Roma,Roma,PEUGEOT,308,308 1.7 Business 5p.,1325.0,4.0,7.2,,88.0,Bianco,,nan,4 o 5 porte,Euro 5,Climatizzatore automatico,
1520,No Mese,2007,207658.0,85.0,Diesel,Cambio automatico,,Roma,Milano,PEUGEOT,208,208 1.8 Comfort 5p.,949.0,5.0,8.4,,141.0,Bianco,,nan,nan,Euro 6,Climatizzatore automatico,
4959,Gennaio,2015,53336.0,88.0,Elettrico,Cambio manuale,,Roma,Torino,DR,DR5,DR5 1.4 Base 5p.,1346.0,5.0,3.7,,108.0,Bianco,,nan,2 o 3 porte,Euro 4,nan,
3533,Giugno,2013,91635.0,94.0,GPL,Cambio automatico,,Roma,Roma,FORD,Fiesta,Fiesta 1.8 Base 5p.,1061.0,5.0,6.2,,163.0,Grigio,,nan,4 o 5 porte,Euro 5,Climatizzatore automatico,
7164,Gennaio,2019,500.0,71.0,Diesel,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Polo,Polo 1.8 Sport 5p.,905.0,5.0,4.3,,114.0,Grigio,,nan,4 o 5 porte,Euro 6,Climatizzatore manuale,
1407,No Mese,2003,71741.0,59.0,Benzina,Cambio automatico,,Roma,Torino,VOLKSWAGEN,Passat,Passat 1.8 Base 5p.,893.0,5.0,5.1,,136.0,Grigio,,nan,2 o 3 porte,Euro 6,Climatizzatore automatico,
9683,No Mese,2017,40663.0,81.0,Diesel,Cambio manuale,,Roma,Milano,BMW,Serie 3,Serie 3 1.7 Base 5p.,1089.0,5.0,5.2,,151.0,Nero,,Airbag conducente,4 o 5 porte,nan,nan,
2602,Gennaio,2008,155626.0,119.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.4 Comfort 5p.,1396.0,4.0,5.0,,101.0,Bianco,,nan,2 o 3 porte,Euro 5,Climatizzatore manuale,
1348,No Mese,2006,103302.0,65.0,GPL,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.6 Sport 5p.,851.0,5.0,7.1,,106.0,Nero,,nan,2 o 3 porte,Euro 5,nan,
4102,Marzo,2019,500.0,40.0,Benzina,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Passat,Passat 1.4 Business 5p.,508.0,5.0,7.3,,113.0,Nero,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore automatico,
6474,Giugno,2018,15028.0,91.0,Diesel,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.8 Base 5p.,1335.0,5.0,6.0,,180.0,Grigio,,nan,2 o 3 porte,Euro 5,Climatizzatore manuale,
5423,Gennaio,2006,175482.0,171.0,GPL,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.4 Base 5p.,2274.0,5.0,3.5,,67.0,Nero,,nan,nan,nan,Climatizzatore automatico,
15894,No Mese,2010,185458.0,144.0,Metano,Cambio automatico,,Roma,Roma,PORSCHE,Macan,Macan 1.7 Base 5p.,2038.0,5.0,5.3,,120.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,nan,
1373,Gennaio,2004,260402.0,119.0,Diesel,Cambio manuale,,Roma,Torino,OPEL,Corsa,Corsa 1.7 Comfort 5p.,1589.0,5.0,8.5,,82.0,Bianco,,nan,nan,Euro 6,Climatizzatore manuale,
